Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,CI-1049,CI-1104,CI-8010,CI-8050,DFI-250,DFI-266,EF-W12,EF-W2,EF-W3,EF-W4,EF-W5,EF-W6,EF-W8
group_143,,HK97 family phage major capsid protein,2,2,1.0,1,295,,,,903,903,903.0,FHNNJA_10215,,,,JEILEN_12900,,,,,,,,
group_140,,hypothetical protein,2,2,1.0,1,290,,,,2343,2343,2343.0,,,HCJMML_03610,,,JBIPMC_03650,,,,,,,
group_139,,putative protein,2,2,1.0,1,288,,,,279,279,279.0,,,,,JEILEN_15760,,,PMCJLP_14575,,,,,
group_132,,DNA primase phage- or plasmid-associated,2,2,1.0,1,276,,,,2385,2385,2385.0,,,HCJMML_13085,,,JBIPMC_13190,,,,,,,
group_122,virB4,Type IV secretory pathway VirB4 component,2,2,1.0,1,260,,,,2448,2448,2448.0,,,HCJMML_10370,,,JBIPMC_10470,,,,,,,
group_121,,Phage protein,2,2,1.0,1,258,,,,258,258,258.0,FHNNJA_05310,,,,,,,,,,,LOEDCI_10240,
group_120,,Phage tail protein,2,2,1.0,1,257,,,,459,459,459.0,FHNNJA_05300,,,,,,,,,,,LOEDCI_10250,
group_113,,phage major tail protein TP901-1 family,2,2,1.0,1,247,,,,531,594,562.5,FHNNJA_05295,,,,,,,,,,,LOEDCI_10255,
group_112,,HK97-gp10 family putative phage morphogenesis protein,2,2,1.0,1,246,,,,381,381,381.0,FHNNJA_05285,,,,,,,,,,,LOEDCI_10265,
group_110,,head-tail adaptor,2,2,1.0,1,242,,,,354,378,366.0,FHNNJA_10200,,,,JEILEN_12885,,,,,,,,
virB4,virB4,Type IV secretory pathway VirB4 component,2,2,1.0,1,241,,,,2505,2505,2505.0,,,,,,,,PMCJLP_11745,,,,,FNCLAJ_12020
group_108,,Holin,2,2,1.0,1,237,,,,198,198,198.0,,,,,JEILEN_13065,,,,,,,,FNCLAJ_08995
traM,traM,TraD/TraG TraM recognition site domain-containing protein,2,2,1.0,1,231,,,,2556,2556,2556.0,,,,,JEILEN_15390,,,,,,,,FNCLAJ_14570
asa1,asa1,LPXTG-anchored aggregation substance Asa1;LPXTG-anchored aggregation substance,2,2,1.0,1,194,,,,3888,3891,3889.5,FHNNJA_14765,CJHMOJ_14680,,,,,,,,,,,
group_89,,Phage tail protein;Phage protein,2,2,1.0,1,191,,,,183,309,246.0,,,,,JEILEN_09380,,,,,,,,FNCLAJ_08845
group_79,,LPXTG-domain-containing protein cell wall anchor domain,2,2,1.0,1,173,,,,2748,2748,2748.0,,,,,,,,PMCJLP_11785,,,,,FNCLAJ_12060
group_66,,Phage tail protein,2,2,1.0,1,153,,,,2925,2925,2925.0,,,HCJMML_11775,,,JBIPMC_11875,,,,,,,
group_65,,Helix-turn-helix domain-containing protein,2,2,1.0,1,152,,,,840,840,840.0,FHNNJA_06335,,,LIMHLO_07335,,,,,,,,,
group_60,,type I site-specific deoxyribonuclease,2,2,1.0,1,145,,,,2988,2988,2988.0,,,,,JEILEN_13765,,,,,,,LOEDCI_13310,
group_54,,Bacterial surface protein 26-residue PARCEL repeat-containing domain protein,2,2,1.0,1,130,,,,3015,3015,3015.0,,,HCJMML_10240,,,JBIPMC_10335,,,,,,,
repS,repS,RepS protein,2,2,1.0,1,125,,,,1506,1506,1506.0,FHNNJA_14710,CJHMOJ_14400,,,,,,,,,,,
group_45,,Phage protein,2,2,1.0,1,111,,,,375,375,375.0,FHNNJA_10190,,,,JEILEN_12875,,,,,,,,
fss3,fss3,fibrinogen-binding MSCRAMM adhesin Fss3,2,2,1.0,1,110,,,,3225,3225,3225.0,,,HCJMML_10450,,,JBIPMC_10550,,,,,,,
group_41,,Phage protein;hypothetical protein,2,2,1.0,1,105,,,,354,555,454.5,FHNNJA_10180,,,,JEILEN_12865,,,,,,,,
group_38,,Prealbumin-like fold domain-containing protein,2,2,1.0,1,100,,,,3408,3408,3408.0,,,HCJMML_11000,,,JBIPMC_11100,,,,,,,
group_37,,phage tail spike protein;Phage tail lysozyme domain-containing protein,2,2,1.0,1,93,,,,2700,2700,2700.0,FHNNJA_10165,,,,JEILEN_12850,,,,,,,,
group_36,,Phage protein,2,2,1.0,1,92,,,,318,318,318.0,FHNNJA_10155,,,,JEILEN_12840,,,,,,,,
group_33,,hypothetical protein,2,3,1.5,1,89,,,,339,798,522.0,,,,LIMHLO_11510;LIMHLO_11505,JEILEN_14375,,,,,,,,
group_32,,Phage tail protein,2,2,1.0,1,86,,,,3750,3750,3750.0,,,HCJMML_11785,,,JBIPMC_11885,,,,,,,
group_26,,Phage protein,2,2,1.0,1,72,,,,681,681,681.0,FHNNJA_05155,,,,,,,,,,,LOEDCI_10425,
tolA,tolA,aggregation substance,2,2,1.0,1,65,,,,3918,3918,3918.0,,,HCJMML_00640,,,JBIPMC_00645,,,,,,,
group_20,,Phage minor structural protein;Phage minor structural protein N-terminal domain protein,2,2,1.0,1,64,,,,2016,2019,2017.5,FHNNJA_05325,,,,,,,,,,,LOEDCI_10225,
group_19,,Tapemeasure domain-containing protein,2,2,1.0,1,63,,,,3408,3408,3408.0,FHNNJA_05315,,,,,,,,,,,LOEDCI_10235,
yicI,yicI,Alpha-glucosidase/xylosidase GH31 family,2,2,1.0,1,13,,,,5601,5601,5601.0,,,HCJMML_08500,,,JBIPMC_08580,,,,,,,
group_3,,SNF2-related protein,2,2,1.0,1,8,,,,6306,6306,6306.0,,,HCJMML_15435,,,JBIPMC_15535,,,,,,,
group_2923,bsh,choloylglycine hydrolase,1,1,1.0,1,4349,,,,975,975,975.0,,,,,,,PEDMFB_12650,,,,,,
group_2887,,Orf6 protein,1,1,1.0,1,4310,,,,261,261,261.0,FHNNJA_14850,,,,,,,,,,,,
group_2863,,Tn3 family transposase,1,1,1.0,1,4284,,,,2973,2973,2973.0,,,,,,,,,,,,,FNCLAJ_15010
group_2862,,Recombinase,1,1,1.0,1,4283,,,,606,606,606.0,,,,,,,,,,,,,FNCLAJ_15005
group_2861,,Resolvase/invertase-type recombinase catalytic domain-containing protein,1,1,1.0,1,4282,,,,585,585,585.0,,,,,,,,,,,,,FNCLAJ_14815
group_2860,,DDE-type integrase/transposase/recombinase,1,1,1.0,1,4281,,,,1428,1428,1428.0,,,,,,,,,,,,,FNCLAJ_14810
group_2859,tnp,IS30 family IS1062 transposase,1,1,1.0,1,4280,,,,960,960,960.0,,,,,,,,,,,,LOEDCI_13780,
group_2858,,Transposase for insertion sequence-like element IS431mec,1,1,1.0,1,4279,,,,165,165,165.0,,,,,,,,,,,,LOEDCI_10885,
group_2857,tnp,IS6 family IS1216E transposase,1,1,1.0,1,4278,,,,258,258,258.0,,,,,,,,,,,,LOEDCI_10880,
group_2856,,Transposase for insertion sequence-like element IS431mec,1,1,1.0,1,4277,,,,165,165,165.0,,,,,,,,,,,,LOEDCI_10790,
group_2855,tnp,IS6 family IS1216E transposase,1,1,1.0,1,4276,,,,258,258,258.0,,,,,,,,,,,,LOEDCI_10785,
group_2854,tnp,IS30 family IS1062 transposase,1,1,1.0,1,4275,,,,960,960,960.0,,,,,,,,,,,,LOEDCI_04820,
group_2853,,Transposase,1,1,1.0,1,4274,,,,447,447,447.0,,,,,,,,,,,,LOEDCI_02710,
group_2852,tnp,IS30 family IS1062 transposase,1,1,1.0,1,4273,,,,960,960,960.0,,,,,,,,,,,,LOEDCI_02645,
group_2851,,Transposase,1,1,1.0,1,4272,,,,447,447,447.0,,,,,,,,,,,,LOEDCI_02280,
group_2850,,hypothetical protein,1,1,1.0,1,4271,,,,213,213,213.0,,,,,,,,,,,,LOEDCI_00415,
group_2849,,hypothetical protein,1,1,1.0,1,4270,,,,303,303,303.0,,,,,,,,PMCJLP_14345,,,,,
group_2848,,Histidinol-phosphatase,1,1,1.0,1,4269,,,,2043,2043,2043.0,,,,,,,,PMCJLP_14340,,,,,
group_2847,,hypothetical protein,1,1,1.0,1,4268,,,,261,261,261.0,,,,,,,PEDMFB_12605,,,,,,
group_2846,,PRD domain-containing protein,1,1,1.0,1,4267,,,,816,816,816.0,,,,,,,PEDMFB_12600,,,,,,
group_2845,,PTS system beta-glucoside-specific IIABC component,1,1,1.0,1,4266,,,,1872,1872,1872.0,,,,,,,PEDMFB_12595,,,,,,
group_2844,,Glycosyl hydrolase,1,1,1.0,1,4265,,,,1461,1461,1461.0,,,,,,,PEDMFB_12590,,,,,,
group_2843,,Lipoprotein,1,1,1.0,1,4264,,,,249,249,249.0,,,,,JEILEN_12980,,,,,,,,
group_2842,,Lipoprotein,1,1,1.0,1,4263,,,,249,249,249.0,,,,,JEILEN_12275,,,,,,,,
group_2841,,Mutator family transposase,1,1,1.0,1,4262,,,,285,285,285.0,,,,,JEILEN_10750,,,,,,,,
group_2840,,IS256 family transposase,1,1,1.0,1,4261,,,,867,867,867.0,,,,,JEILEN_10745,,,,,,,,
group_2839,,Mutator family transposase,1,1,1.0,1,4260,,,,285,285,285.0,,,,,JEILEN_10610,,,,,,,,
group_2838,,IS256 family transposase,1,1,1.0,1,4259,,,,867,867,867.0,,,,,JEILEN_10605,,,,,,,,
group_2837,,IS256 family transposase,1,1,1.0,1,4258,,,,867,867,867.0,,,,,JEILEN_08840,,,,,,,,
group_2836,,Mutator family transposase,1,1,1.0,1,4257,,,,285,285,285.0,,,,,JEILEN_08835,,,,,,,,
group_2835,tnp,IS256 family IS256 transposase,1,1,1.0,1,4256,,,,1173,1173,1173.0,,,,,JEILEN_08780,,,,,,,,
group_2834,,Mutator family transposase,1,1,1.0,1,4255,,,,285,285,285.0,,,,,JEILEN_07740,,,,,,,,
group_2833,,IS256 family transposase,1,1,1.0,1,4254,,,,867,867,867.0,,,,,JEILEN_07735,,,,,,,,
group_2832,tnp,IS256 family IS256 transposase,1,1,1.0,1,4253,,,,1173,1173,1173.0,,,,,JEILEN_06930,,,,,,,,
group_2831,,Baseplate upper protein immunoglobulin like domain-containing protein,1,1,1.0,1,4252,,,,732,732,732.0,,,,,JEILEN_05535,,,,,,,,
group_2830,,Phage minor structural protein,1,1,1.0,1,4251,,,,1446,1446,1446.0,,,,,JEILEN_05530,,,,,,,,
group_2829,,Phage tail component protein,1,1,1.0,1,4250,,,,723,723,723.0,,,,,JEILEN_05525,,,,,,,,
group_2828,,Mutator family transposase,1,1,1.0,1,4249,,,,285,285,285.0,,,,,JEILEN_04385,,,,,,,,
group_2827,,IS256 family transposase,1,1,1.0,1,4248,,,,867,867,867.0,,,,,JEILEN_04380,,,,,,,,
group_2826,,IS256 family transposase,1,1,1.0,1,4247,,,,867,867,867.0,,,,,JEILEN_02510,,,,,,,,
group_2825,,Mutator family transposase,1,1,1.0,1,4246,,,,285,285,285.0,,,,,JEILEN_02505,,,,,,,,
group_2824,tnp,IS256 family IS256 transposase,1,1,1.0,1,4245,,,,1173,1173,1173.0,,,,,JEILEN_02425,,,,,,,,
group_2823,,Mutator family transposase,1,1,1.0,1,4244,,,,285,285,285.0,,,,,JEILEN_02415,,,,,,,,
group_2822,,IS256 family transposase,1,1,1.0,1,4243,,,,867,867,867.0,,,,,JEILEN_02410,,,,,,,,
group_2821,,Mutator family transposase,1,1,1.0,1,4242,,,,285,285,285.0,,,,,JEILEN_02395,,,,,,,,
group_2820,,IS256 family transposase,1,1,1.0,1,4241,,,,867,867,867.0,,,,,JEILEN_02390,,,,,,,,
group_2819,,IS256 family transposase,1,1,1.0,1,4240,,,,867,867,867.0,,,,,JEILEN_00525,,,,,,,,
group_2818,,Mutator family transposase,1,1,1.0,1,4239,,,,285,285,285.0,,,,,JEILEN_00520,,,,,,,,
group_2817,tnp,IS3 family IS1485 transposase ORF A,1,1,1.0,1,4238,,,,291,291,291.0,,,,LIMHLO_12710,,,,,,,,,
group_2816,,ISL3 family transposase,1,1,1.0,1,4237,,,,1290,1290,1290.0,,,,LIMHLO_04605,,,,,,,,,
group_2815,,ISL3 family transposase,1,1,1.0,1,4236,,,,1290,1290,1290.0,,,,LIMHLO_01815,,,,,,,,,
group_2814,,Phage tail protein,1,1,1.0,1,4235,,,,579,579,579.0,,CJHMOJ_11495,,,,,,,,,,,
bcrA,bcrA,efflux transporter transcriptional regulator BcrA,1,1,1.0,1,4234,,,,540,540,540.0,FHNNJA_15090,,,,,,,,,,,,
bcrB,bcrB,quaternary ammonium compound efflux SMR transporter BcrB,1,1,1.0,1,4233,,,,318,318,318.0,FHNNJA_15085,,,,,,,,,,,,
bcrC,bcrC,quaternary ammonium compound efflux SMR transporter BcrC,1,1,1.0,1,4232,,,,345,345,345.0,FHNNJA_15080,,,,,,,,,,,,
group_2813,,Resolvase,1,1,1.0,1,4231,,,,360,360,360.0,FHNNJA_15075,,,,,,,,,,,,
group_2812,,hypothetical protein,1,1,1.0,1,4230,,,,189,189,189.0,FHNNJA_15070,,,,,,,,,,,,
group_2811,,Tn3 family transposase,1,1,1.0,1,4229,,,,2958,2958,2958.0,FHNNJA_15065,,,,,,,,,,,,
group_2810,,Resolvase,1,1,1.0,1,4228,,,,555,555,555.0,FHNNJA_15060,,,,,,,,,,,,
group_2809,,DUF3221 domain-containing protein,1,1,1.0,1,4227,,,,366,366,366.0,FHNNJA_15055,,,,,,,,,,,,
group_2808,,S1 family peptidase,1,1,1.0,1,4226,,,,1299,1299,1299.0,FHNNJA_15050,,,,,,,,,,,,
group_2807,,Conjugal transfer protein,1,1,1.0,1,4225,,,,390,390,390.0,FHNNJA_14895,,,,,,,,,,,,
group_2806,prgI,PrgI family protein,1,1,1.0,1,4224,,,,261,261,261.0,FHNNJA_14890,,,,,,,,,,,,
group_2805,ftsL,Cell division protein FtsL,1,1,1.0,1,4223,,,,1035,1035,1035.0,FHNNJA_14885,,,,,,,,,,,,
group_2804,dnaD,DnaD domain protein,1,1,1.0,1,4222,,,,315,315,315.0,FHNNJA_14880,,,,,,,,,,,,
group_2803,,Thioredoxin domain-containing protein,1,1,1.0,1,4221,,,,417,417,417.0,FHNNJA_14875,,,,,,,,,,,,
group_2802,,hypothetical protein,1,1,1.0,1,4220,,,,618,618,618.0,FHNNJA_14870,,,,,,,,,,,,
group_2801,,Surface antigen,1,1,1.0,1,4219,,,,1272,1272,1272.0,FHNNJA_14865,,,,,,,,,,,,
group_2800,,Gram-positive cocci surface proteins LPxTG domain-containing protein,1,1,1.0,1,4218,,,,861,861,861.0,FHNNJA_14860,,,,,,,,,,,,
group_2799,prgT,Putative regulatory protein PrgT,1,1,1.0,1,4217,,,,306,306,306.0,FHNNJA_14745,,,,,,,,,,,,
group_2798,virB4,Type IV secretory pathway VirB4 component,1,1,1.0,1,4216,,,,2493,2493,2493.0,FHNNJA_14225,,,,,,,,,,,,
group_2797,prgT,Putative regulatory protein PrgT,1,1,1.0,1,4215,,,,306,306,306.0,FHNNJA_14120,,,,,,,,,,,,
group_2796,,ISL3 family transposase,1,1,1.0,1,4214,,,,1317,1317,1317.0,FHNNJA_12230,,,,,,,,,,,,
group_2795,,ISL3 family transposase,1,1,1.0,1,4213,,,,1317,1317,1317.0,FHNNJA_11470,,,,,,,,,,,,
group_2794,,ISL3 family transposase,1,1,1.0,1,4212,,,,1317,1317,1317.0,FHNNJA_05820,,,,,,,,,,,,
group_2793,,Terminase small subunit,1,1,1.0,1,4211,,,,462,462,462.0,FHNNJA_05235,,,,,,,,,,,,
group_2792,tet(M),tetracycline resistance ribosomal protection protein Tet(M),1,1,1.0,1,4210,,,,87,87,87.0,FHNNJA_00710,,,,,,,,,,,,
group_2791,,ISL3 family transposase,1,1,1.0,1,4209,,,,1317,1317,1317.0,FHNNJA_00440,,,,,,,,,,,,
group_2787,,Phage protein,1,1,1.0,1,4204,,,,90,90,90.0,,,,,,,,,,,,LOEDCI_10365,
group_2785,,hypothetical protein,1,1,1.0,1,4202,,,,90,90,90.0,,CJHMOJ_14320,,,,,,,,,,,
group_2784,,Transposase,1,1,1.0,1,4201,,,,90,90,90.0,,CJHMOJ_11710,,,,,,,,,,,
group_2783,,hypothetical protein,1,1,1.0,1,4199,,,,96,96,96.0,,,,LIMHLO_04820,,,,,,,,,
group_2780,,Phage protein,1,1,1.0,1,4196,,,,99,99,99.0,,,,,,,,,,,,LOEDCI_10300,
group_2777,,Uncharacterized protein gp19,1,1,1.0,1,4193,,,,105,105,105.0,,CJHMOJ_11695,,,,,,,,,,,
group_2769,,Phage protein,1,1,1.0,1,4185,,,,111,111,111.0,FHNNJA_10355,,,,,,,,,,,,
group_2768,,Phage protein,1,1,1.0,1,4184,,,,117,117,117.0,,,,,JEILEN_03595,,,,,,,,
group_2766,,hypothetical protein,1,1,1.0,1,4181,,,,120,120,120.0,,,,,JEILEN_00535,,,,,,,,
group_2763,,hypothetical protein,1,1,1.0,1,4177,,,,120,120,120.0,,CJHMOJ_04815,,,,,,,,,,,
group_2762,,Toxin-antitoxin system antitoxin component ribbon-helix-helix domain protein,1,1,1.0,1,4176,,,,120,120,120.0,FHNNJA_10295,,,,,,,,,,,,
group_2758,,helix-turn-helix domain-containing protein,1,1,1.0,1,4172,,,,123,123,123.0,FHNNJA_07395,,,,,,,,,,,,
group_2756,,hypothetical protein,1,1,1.0,1,4170,,,,126,126,126.0,,CJHMOJ_14540,,,,,,,,,,,
group_2755,,hypothetical protein,1,1,1.0,1,4169,,,,126,126,126.0,,CJHMOJ_14325,,,,,,,,,,,
group_2753,,hypothetical protein,1,1,1.0,1,4167,,,,129,129,129.0,,CJHMOJ_14545,,,,,,,,,,,
group_2752,,hypothetical protein,1,1,1.0,1,4166,,,,129,129,129.0,,CJHMOJ_08485,,,,,,,,,,,
group_2751,,Phr family secreted Rap phosphatase inhibitor,1,1,1.0,1,4165,,,,129,129,129.0,FHNNJA_14680,,,,,,,,,,,,
group_2747,,Uncharacterized protein gp61,1,1,1.0,1,4161,,,,132,132,132.0,,,,,JEILEN_12155,,,,,,,,
group_2744,,hypothetical protein,1,1,1.0,1,4158,,,,135,135,135.0,,,,,JEILEN_04375,,,,,,,,
group_2742,,Uncharacterized protein gp32,1,1,1.0,1,4156,,,,135,135,135.0,,CJHMOJ_01535,,,,,,,,,,,
group_2738,,RiPP,1,1,1.0,1,4151,,,,138,138,138.0,,,,,JEILEN_10760,,,,,,,,
group_2737,xkdX,XkdX family protein,1,1,1.0,1,4150,,,,138,138,138.0,,CJHMOJ_11475,,,,,,,,,,,
group_2732,,hypothetical protein,1,1,1.0,1,4145,,,,141,141,141.0,FHNNJA_10365,,,,,,,,,,,,
group_2730,,hypothetical protein,1,1,1.0,1,4143,,,,144,144,144.0,,,,LIMHLO_10625,,,,,,,,,
group_2726,,hypothetical protein,1,1,1.0,1,4139,,,,147,147,147.0,,,,LIMHLO_04425,,,,,,,,,
group_2723,xkdX,XkdX family protein,1,1,1.0,1,4136,,,,150,150,150.0,,,,LIMHLO_10455,,,,,,,,,
group_2712,,Transposase,1,1,1.0,1,4124,,,,153,153,153.0,,,,,JEILEN_00595,,,,,,,,
group_2710,,hypothetical protein,1,1,1.0,1,4122,,,,153,153,153.0,FHNNJA_04795,,,,,,,,,,,,
group_2701,,hypothetical protein,1,1,1.0,1,4113,,,,159,159,159.0,,,,,JEILEN_07730,,,,,,,,
group_2700,,Phage protein,1,1,1.0,1,4112,,,,162,162,162.0,,,,,,,,,,,,LOEDCI_00315,
group_2696,,Phage protein,1,1,1.0,1,4108,,,,162,162,162.0,,CJHMOJ_11630,,,,,,,,,,,
group_2692,,Phage protein,1,1,1.0,1,4104,,,,168,168,168.0,,,,,,,,,,,,LOEDCI_10395,
group_2691,,6-phosphofructokinase,1,1,1.0,1,4103,,,,168,168,168.0,,,,,,,,PMCJLP_14680,,,,,
group_2685,,Phage protein,1,1,1.0,1,4097,,,,171,171,171.0,,,,,,,,,,,,LOEDCI_00320,
group_2682,,Phage tail protein,1,1,1.0,1,4094,,,,171,171,171.0,,,,,JEILEN_12910,,,,,,,,
group_2681,,Phage protein,1,1,1.0,1,4093,,,,171,171,171.0,,,,,JEILEN_12115,,,,,,,,
group_2680,,hypothetical protein,1,1,1.0,1,4092,,,,171,171,171.0,,,,LIMHLO_07230,,,,,,,,,
group_2678,,Tat pathway signal sequence domain protein,1,1,1.0,1,4090,,,,171,171,171.0,,CJHMOJ_11720,,,,,,,,,,,
group_2675,,30S ribosomal protein S21,1,1,1.0,1,4086,,,,174,174,174.0,,,,,JEILEN_05420,,,,,,,,
group_2674,,hypothetical protein,1,1,1.0,1,4085,,,,174,174,174.0,,,,,JEILEN_00645,,,,,,,,
group_2671,,Tat pathway signal sequence domain protein,1,1,1.0,1,4082,,,,174,174,174.0,,CJHMOJ_01435,,,,,,,,,,,
group_2666,,Phage protein,1,1,1.0,1,4077,,,,177,177,177.0,,,,,,,,,,,,LOEDCI_10380,
group_2665,,hypothetical protein,1,1,1.0,1,4076,,,,177,177,177.0,,,,,JEILEN_05360,,,,,,,,
group_2664,,hypothetical protein,1,1,1.0,1,4075,,,,177,177,177.0,,,,LIMHLO_01295,,,,,,,,,
group_2654,,hypothetical protein,1,1,1.0,1,4064,,,,180,180,180.0,,,,LIMHLO_12605,,,,,,,,,
group_2653,,hypothetical protein,1,1,1.0,1,4063,,,,180,180,180.0,,,,LIMHLO_07450,,,,,,,,,
group_2649,,4Fe-4S ferredoxin-type domain-containing protein,1,1,1.0,1,4059,,,,180,180,180.0,FHNNJA_15025,,,,,,,,,,,,
group_2643,,HTH cro/C1-type domain-containing protein,1,1,1.0,1,4050,,,,183,183,183.0,,,,,,,,,,,,,FNCLAJ_09000
group_2642,,Phage protein,1,1,1.0,1,4049,,,,183,183,183.0,,,,,,,,,,,,LOEDCI_00300,
group_2639,,Phage protein,1,1,1.0,1,4045,,,,183,183,183.0,,,,,JEILEN_15850,,,,,,,,
group_2637,hicA,Addiction module toxin HicA family,1,1,1.0,1,4043,,,,183,183,183.0,,,,LIMHLO_00315,,,,,,,,,
group_2632,,Lipoprotein,1,1,1.0,1,4038,,,,183,183,183.0,,CJHMOJ_14760,,,,,,,,,,,
group_2628,xRE,DNA-binding transcriptional regulator XRE-family HTH domain,1,1,1.0,1,4034,,,,183,183,183.0,,CJHMOJ_01455,,,,,,,,,,,
group_2625,,DUF2524 domain-containing protein,1,1,1.0,1,4030,,,,186,186,186.0,,,,,JEILEN_12370,,,,,,,,
group_2624,,hypothetical protein,1,1,1.0,1,4029,,,,186,186,186.0,,,,LIMHLO_03860,,,,,,,,,
group_2618,,DUF1508 domain-containing protein,1,1,1.0,1,4023,,,,186,186,186.0,FHNNJA_10360,,,,,,,,,,,,
group_2615,,Uncharacterized protein gp38,1,1,1.0,1,4019,,,,189,189,189.0,,,,,,,,,,,,LOEDCI_10335,
group_2614,,Phage protein,1,1,1.0,1,4018,,,,189,189,189.0,,,,,,,,,,,,LOEDCI_00475,
group_2611,,hypothetical protein,1,1,1.0,1,4015,,,,189,189,189.0,,,,,JEILEN_05365,,,,,,,,
group_2610,,Phage protein,1,1,1.0,1,4014,,,,189,189,189.0,,,,,JEILEN_05355,,,,,,,,
group_2609,,hypothetical protein,1,1,1.0,1,4013,,,,189,189,189.0,,,,LIMHLO_11260,,,,,,,,,
group_2607,,hypothetical protein,1,1,1.0,1,4010,,,,189,189,189.0,,CJHMOJ_04745,,,,,,,,,,,
group_2606,,hypothetical protein,1,1,1.0,1,4007,,,,192,192,192.0,,,,,,,,,,,,LOEDCI_00410,
group_2605,,XRE family transcriptional regulator,1,1,1.0,1,4006,,,,192,192,192.0,,,,,JEILEN_12385,,,,,,,,
group_2604,,hypothetical protein,1,1,1.0,1,4005,,,,192,192,192.0,,,,,JEILEN_05430,,,,,,,,
group_2603,,Transcriptional regulator,1,1,1.0,1,4004,,,,192,192,192.0,,,,,JEILEN_05340,,,,,,,,
group_2598,,Transcriptional regulator,1,1,1.0,1,3999,,,,192,192,192.0,,CJHMOJ_11730,,,,,,,,,,,
group_2596,,helix-turn-helix domain-containing protein,1,1,1.0,1,3996,,,,192,192,192.0,FHNNJA_12865,,,,,,,,,,,,
group_2591,,Helix-turn-helix transcriptional regulator,1,1,1.0,1,3991,,,,195,195,195.0,,,,,JEILEN_13075,,,,,,,,
group_2585,,hypothetical protein,1,1,1.0,1,3985,,,,195,195,195.0,,CJHMOJ_11615,,,,,,,,,,,
group_2584,,Uncharacterized protein gp11,1,1,1.0,1,3984,,,,195,195,195.0,,CJHMOJ_01440,,,,,,,,,,,
group_2583,,Uncharacterized protein gp08,1,1,1.0,1,3983,,,,195,195,195.0,,CJHMOJ_01425,,,,,,,,,,,
group_2577,,hypothetical protein,1,1,1.0,1,3977,,,,198,198,198.0,,,,,JEILEN_10795,,,,,,,,
group_2576,,hypothetical protein,1,1,1.0,1,3976,,,,198,198,198.0,,,,LIMHLO_07050,,,,,,,,,
group_2573,,putative protein,1,1,1.0,1,3973,,,,198,198,198.0,,CJHMOJ_15025,,,,,,,,,,,
group_2566,,DUF2187 domain-containing protein,1,1,1.0,1,3966,,,,201,201,201.0,,,,LIMHLO_10575,,,,,,,,,
group_2561,,HTH cro/C1-type domain-containing protein,1,1,1.0,1,3961,,,,201,201,201.0,,CJHMOJ_04740,,,,,,,,,,,
group_2560,,Uncharacterized protein gp09,1,1,1.0,1,3960,,,,201,201,201.0,,CJHMOJ_01430,,,,,,,,,,,
group_2559,,hypothetical protein,1,1,1.0,1,3956,,,,201,201,201.0,FHNNJA_10370,,,,,,,,,,,,
group_2555,,DUF3173 domain-containing protein,1,1,1.0,1,3952,,,,201,201,201.0,FHNNJA_00735,,,,,,,,,,,,
group_2553,,hypothetical protein,1,1,1.0,1,3950,,,,204,204,204.0,,,,,JEILEN_12365,,,,,,,,
group_2552,,hypothetical protein,1,1,1.0,1,3949,,,,204,204,204.0,,,,,JEILEN_12110,,,,,,,,
group_2550,,hypothetical protein,1,1,1.0,1,3945,,,,204,204,204.0,FHNNJA_00820,,,,,,,,,,,,
group_2548,,HTH cro/C1-type domain-containing protein,1,1,1.0,1,3943,,,,207,207,207.0,,,,,,,,,,,,LOEDCI_00310,
group_2547,,hypothetical protein,1,1,1.0,1,3942,,,,207,207,207.0,,,,LIMHLO_11265,,,,,,,,,
group_2542,,hypothetical protein,1,1,1.0,1,3935,,,,210,210,210.0,,,,,,,,PMCJLP_14495,,,,,
group_2538,,hypothetical protein,1,1,1.0,1,3931,,,,210,210,210.0,,,,,JEILEN_12950,,,,,,,,
group_2531,uvrB,DNA helicase UvrB,1,1,1.0,1,3924,,,,210,210,210.0,FHNNJA_14670,,,,,,,,,,,,
group_2528,,hypothetical protein,1,1,1.0,1,3920,,,,213,213,213.0,,,,,,,,,,,,LOEDCI_04455,
group_2527,,hypothetical protein,1,1,1.0,1,3919,,,,213,213,213.0,,,,,,,,,,,,LOEDCI_00325,
group_2518,,hypothetical protein,1,1,1.0,1,3910,,,,213,213,213.0,,CJHMOJ_04780,,,,,,,,,,,
group_2517,xRE,DNA-binding transcriptional regulator XRE-family HTH domain,1,1,1.0,1,3909,,,,213,213,213.0,,CJHMOJ_01410,,,,,,,,,,,
group_2515,,Helix-turn-helix transcriptional regulator,1,1,1.0,1,3906,,,,216,216,216.0,,,,,,,,,,,,LOEDCI_10915,
group_2511,bacA,BacA,1,1,1.0,1,3902,,,,216,216,216.0,,,,LIMHLO_12720,,,,,,,,,
group_2509,uvrC,Transcriptional regulator UvrC family,1,1,1.0,1,3900,,,,216,216,216.0,FHNNJA_14665,,,,,,,,,,,,
group_2508,,Restriction endonuclease subunit S,1,1,1.0,1,3899,,,,219,219,219.0,,,,,,,,,,,,LOEDCI_10890,
group_2507,,DUF1642 domain-containing protein,1,1,1.0,1,3898,,,,219,219,219.0,,,,,,,,,,,,LOEDCI_00430,
