Gene,Non-unique Gene name,Annotation,CI-1049,CI-1104,CI-8010,CI-8050,DFI-250,DFI-266,EF-W12,EF-W2,EF-W3,EF-W4,EF-W5,EF-W6,EF-W8
group_3219,,putative protein,,CJHMOJ_14905,HCJMML_15620,,JEILEN_15710,JBIPMC_15915,,PMCJLP_14525,,,,,
group_3195,,Lipoprotein,FHNNJA_14600,,,,,,PEDMFB_13535,,MIJGKE_13470,JCNBHB_13475,CGGMPE_13175,,
group_3189,prgN,Replication control protein PrgN,FHNNJA_15140,,HCJMML_15260,,,JBIPMC_15360,,PMCJLP_14475,,,,,FNCLAJ_15060
group_3187,,Helicase C-terminal domain-containing protein;hypothetical protein;Helicase SNF2,FHNNJA_14560,,,,,,PEDMFB_13585;PEDMFB_13580;PEDMFB_13575,,MIJGKE_13510;MIJGKE_13520;MIJGKE_13515,JCNBHB_13515;JCNBHB_13525;JCNBHB_13520,CGGMPE_13225;CGGMPE_13220;CGGMPE_13215,,
group_3174,,hypothetical protein;Cell surface protein,FHNNJA_14470,,,,,,PEDMFB_13670;PEDMFB_13675,,MIJGKE_13610;MIJGKE_13605,JCNBHB_13615;JCNBHB_13610,CGGMPE_13315;CGGMPE_13310,,
group_3160,,hypothetical protein;putative protein,,CJHMOJ_14935,HCJMML_15650,,JEILEN_15740,JBIPMC_15885,,PMCJLP_14555,,,,,
group_3140,,putative protein,,CJHMOJ_14930,HCJMML_15645,,JEILEN_15735,JBIPMC_15890,,PMCJLP_14550,,,,,
group_3133,,MFS transporter,FHNNJA_14580,,,,,,PEDMFB_13555,,MIJGKE_13490,JCNBHB_13495,CGGMPE_13195,,
group_3123,,hypothetical protein,,CJHMOJ_14920,HCJMML_15635,,JEILEN_15725,JBIPMC_15900,,PMCJLP_14540,,,,,
group_3121,,hypothetical protein,FHNNJA_14565,,,,,,PEDMFB_13570,,MIJGKE_13505,JCNBHB_13510,CGGMPE_13210,,
group_3108,,hypothetical protein,FHNNJA_14585,,,,,,PEDMFB_13550,,MIJGKE_13485,JCNBHB_13490,CGGMPE_13190,,
group_3102,,DUF4373 domain-containing protein;DD and phage-associated domain protein,,CJHMOJ_15020,HCJMML_15745,,JEILEN_15835;JEILEN_15840,JBIPMC_15790;JBIPMC_15785,,PMCJLP_14650,,,,,
group_3100,,DUF3784 domain-containing protein,,CJHMOJ_08075,HCJMML_08545,,,JBIPMC_08630,,PMCJLP_08245,,,,,FNCLAJ_08240
group_3099,,hypothetical protein,FHNNJA_14525,,,,,,PEDMFB_13620,,MIJGKE_13555,JCNBHB_13560,CGGMPE_13260,,
group_3093,,phage DNA encapsidation protein;Gp16 type D encapsidation protein from the phi-29-like viruses;hypothetical protein,,CJHMOJ_14980,HCJMML_15700;HCJMML_15695,,JEILEN_15790,JBIPMC_15840;JBIPMC_15835,,PMCJLP_14605,,,,,
natK,natK,Sensor histidine kinase NatK C-terminal domain-containing protein,,CJHMOJ_13215,,,JEILEN_14225,,,PMCJLP_13035,,,,LOEDCI_13775,FNCLAJ_13305
group_3065,,amidase domain-containing protein;CHAP domain-containing protein,,CJHMOJ_08065,HCJMML_08495,,,JBIPMC_08575,,PMCJLP_08235,,,,,FNCLAJ_08230
group_3019,manX,Phosphotransferase system mannose/fructose-specific component IIA,,CJHMOJ_12900,,,JEILEN_13915,,,PMCJLP_12730,,,,LOEDCI_13460,FNCLAJ_13000
group_3011,,ABC transporter permease,,CJHMOJ_03095,,LIMHLO_02615,JEILEN_03625,,,PMCJLP_03395,,,,,FNCLAJ_03400
group_2978,,putative protein,,,,LIMHLO_03315,,,PEDMFB_11040,,MIJGKE_11040,JCNBHB_11050,CGGMPE_10750,,
group_2977,,hypothetical protein,FHNNJA_10900,CJHMOJ_03805,,,,,,PMCJLP_04105,,,,LOEDCI_04285,FNCLAJ_04110
group_2904,,IS3 family transposase,,,,,,,PEDMFB_06210,,MIJGKE_06215,JCNBHB_06215,CGGMPE_06210,LOEDCI_01905,
group_2900,,Transposase,,,,,,,PEDMFB_06215,,MIJGKE_06220,JCNBHB_06220,CGGMPE_06215,LOEDCI_01910,
group_2893,virB4,Type IV secretory pathway VirB4 component,FHNNJA_14910,CJHMOJ_14430,HCJMML_02110,,JEILEN_02205,JBIPMC_02125,,,,,,,
group_2875,tnp,IS30 family IS6770 transposase,FHNNJA_12925,,,LIMHLO_12775,,,,PMCJLP_14320,,,,LOEDCI_07760,FNCLAJ_14985
group_2870,tnp,IS30 family IS6770 transposase,FHNNJA_12445,,,,JEILEN_02760,,,PMCJLP_02520,,,,LOEDCI_02810,FNCLAJ_02525
group_2866,tnp,IS30 family IS6770 transposase,FHNNJA_08595,CJHMOJ_00415,,,,,,PMCJLP_00415,,,,LOEDCI_03980,FNCLAJ_00415
group_2767,,hypothetical protein,,,,,,,PEDMFB_05625,,MIJGKE_05630,JCNBHB_05630,CGGMPE_05625,LOEDCI_09795,
group_2761,abrB,Toxin-antitoxin system antitoxin component AbrB family,,,,,,,PEDMFB_02890,,MIJGKE_02890,JCNBHB_02890,CGGMPE_02890,LOEDCI_00355,
group_2707,xkdX,XkdX family protein,,CJHMOJ_08660,HCJMML_09315,,JEILEN_05550,JBIPMC_09400,,,,,,LOEDCI_09170,
group_2689,,hypothetical protein,,,,,,,PEDMFB_06555,,MIJGKE_06560,JCNBHB_06560,CGGMPE_06555,LOEDCI_08595,
group_2620,,Antitoxin,FHNNJA_14455,,,,,,PEDMFB_13690,,MIJGKE_13625,JCNBHB_13630,CGGMPE_13330,,
group_2599,,hypothetical protein,,CJHMOJ_15010,HCJMML_15735,,JEILEN_15825,JBIPMC_15800,,PMCJLP_14640,,,,,
group_2516,,Type IV secretion system pilin,FHNNJA_14460,,,,,,PEDMFB_13685,,MIJGKE_13620,JCNBHB_13625,CGGMPE_13325,,
group_2500,,Conjugal transfer protein,FHNNJA_12435,,,,JEILEN_02770,,,PMCJLP_02530,,,,LOEDCI_02820,FNCLAJ_02535
group_2495,,Phage protein,,,,LIMHLO_10450,,,PEDMFB_03105,,MIJGKE_03105,JCNBHB_03105,CGGMPE_03105,,
group_2461,,putative protein,FHNNJA_14545,,,,,,PEDMFB_13600,,MIJGKE_13535,JCNBHB_13540,CGGMPE_13240,,
group_2439,,phage holin,,,,LIMHLO_10445,,,PEDMFB_03110,,MIJGKE_03110,JCNBHB_03110,CGGMPE_03110,,
group_2429,,putative protein,,CJHMOJ_15005,HCJMML_15730,,JEILEN_15820,JBIPMC_15805,,PMCJLP_14635,,,,,
group_2398,,ASCH domain-containing protein,,,HCJMML_02150,,JEILEN_02245,JBIPMC_02165,,PMCJLP_14225,,,,,FNCLAJ_14890
group_2397,,putative protein,,CJHMOJ_14995,HCJMML_15715,,JEILEN_15805,JBIPMC_15820,,PMCJLP_14620,,,,,
group_2350,,Type II toxin-antitoxin system RelE/ParE family toxin,FHNNJA_14550,,,,,,PEDMFB_13595,,MIJGKE_13530,JCNBHB_13535,CGGMPE_13235,,
group_2266,,hypothetical protein,,CJHMOJ_14925,HCJMML_15640,,JEILEN_15730,JBIPMC_15895,,PMCJLP_14545,,,,,
group_2256,,DUF5405 domain-containing protein,,CJHMOJ_08815,,,,,PEDMFB_10750,,MIJGKE_10750,JCNBHB_10760,,LOEDCI_09325,
sgaB,sgaB,Phosphotransferase system galactitol-specific IIB component,,CJHMOJ_08095,HCJMML_08565,,,JBIPMC_08650,,PMCJLP_08265,,,,,FNCLAJ_08260
group_2255,prgI,PrgI family protein,FHNNJA_14500,,,,,,PEDMFB_13645,,MIJGKE_13580,JCNBHB_13585,CGGMPE_13285,,
group_2212,,hypothetical protein,,,,,,,PEDMFB_05640,,MIJGKE_05645,JCNBHB_05645,CGGMPE_05640,LOEDCI_09780,
group_2170,,Conjugal transfer protein,FHNNJA_12440,,,,JEILEN_02765,,,PMCJLP_02525,,,,LOEDCI_02815,FNCLAJ_02530
cas2,cas2,CRISPR-associated endonuclease Cas2,FHNNJA_12150,CJHMOJ_02470,,,JEILEN_03075,,,PMCJLP_02855,,,,,FNCLAJ_02860
group_2143,,Thioredoxin-like fold domain-containing protein,FHNNJA_14575,,,,,,PEDMFB_13560,,MIJGKE_13495,JCNBHB_13500,CGGMPE_13200,,
group_2056,,hypothetical protein,FHNNJA_14495,,,,,,PEDMFB_13650,,MIJGKE_13585,JCNBHB_13590,CGGMPE_13290,,
group_2044,zinT,ZinT domain-containing protein,FHNNJA_12455,,,,JEILEN_02750,,,PMCJLP_02510,,,,LOEDCI_02800,FNCLAJ_02515
group_2007,,putative protein,,CJHMOJ_14915,HCJMML_15630,,JEILEN_15720,JBIPMC_15905,,PMCJLP_14535,,,,,
group_1973,,Phage holin family protein,FHNNJA_14570,,,,,,PEDMFB_13565,,MIJGKE_13500,JCNBHB_13505,CGGMPE_13205,,
group_1961,,Transcriptional regulator,,,HCJMML_02680,,,,PEDMFB_13040,,MIJGKE_12970,JCNBHB_12980,CGGMPE_12680,,
group_1941,tagD,glycerol-3-phosphate cytidylyltransferase,,,,,,,PEDMFB_05400,,MIJGKE_05405,JCNBHB_05405,CGGMPE_05400,LOEDCI_10015,
lacA,lacA,galactose-6-phosphate isomerase subunit LacA,,CJHMOJ_08085,HCJMML_08555,,,JBIPMC_08640,,PMCJLP_08255,,,,,FNCLAJ_08250
group_1873,nusG,NusG domain-containing protein,FHNNJA_12450,,,,JEILEN_02755,,,PMCJLP_02515,,,,LOEDCI_02805,FNCLAJ_02520
group_1811,ssb,Single-stranded DNA-binding protein,FHNNJA_14905,CJHMOJ_14425,HCJMML_02105,,JEILEN_02200,JBIPMC_02120,,,,,,,
group_1777,ssb,Single-stranded DNA-binding protein,FHNNJA_14590,,,,,,PEDMFB_13545,,MIJGKE_13480,JCNBHB_13485,CGGMPE_13185,,
agaV,agaV,PTS N-acetylgalactosamine transporter subunit IIB,,CJHMOJ_12895,,,JEILEN_13910,,,PMCJLP_12725,,,,LOEDCI_13455,FNCLAJ_12995
group_1767,,Siphovirus Gp157 family protein,,,,,,,PEDMFB_02895,,MIJGKE_02895,JCNBHB_02895,CGGMPE_02895,LOEDCI_00360,
group_1733,ptsN,Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),,CJHMOJ_08090,HCJMML_08560,,,JBIPMC_08645,,PMCJLP_08260,,,,,FNCLAJ_08255
lacB,lacB,galactose-6-phosphate isomerase subunit LacB,,CJHMOJ_08080,HCJMML_08550,,,JBIPMC_08635,,PMCJLP_08250,,,,,FNCLAJ_08245
group_1665,,EF0163 family protein,FHNNJA_14520,,,,,,PEDMFB_13625,,MIJGKE_13560,JCNBHB_13565,CGGMPE_13265,,
group_1630,,DUF3850 domain-containing protein,,,,,,,PEDMFB_05645,,MIJGKE_05650,JCNBHB_05650,CGGMPE_05645,LOEDCI_09775,
group_1623,dnaD,DnaD domain-containing protein,FHNNJA_14535,,,,,,PEDMFB_13610,,MIJGKE_13545,JCNBHB_13550,CGGMPE_13250,,
group_1611,,Phage protein,,CJHMOJ_14990,HCJMML_15710,,JEILEN_15800,JBIPMC_15825,,PMCJLP_14615,,,,,
group_1582,,hypothetical protein,,CJHMOJ_14975,HCJMML_15690,,JEILEN_15785,JBIPMC_15845,,PMCJLP_14600,,,,,
group_1532,,Phage protein,FHNNJA_14505,,,,,,PEDMFB_13640,,MIJGKE_13575,JCNBHB_13580,CGGMPE_13280,,
csn2,csn2,type II-A CRISPR-associated protein Csn2,FHNNJA_12145,CJHMOJ_02475,,,JEILEN_03080,,,PMCJLP_02860,,,,,FNCLAJ_02865
ispD,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,FHNNJA_05510,,HCJMML_09875,LIMHLO_08065,JEILEN_10165,JBIPMC_09965,,,,,,,
group_1354,,Type I restriction enzyme endonuclease subunit,,CJHMOJ_12410,HCJMML_13370,,,JBIPMC_13475,,PMCJLP_12235,,,,,FNCLAJ_12510
group_1327,,Response regulator,,CJHMOJ_13210,,,JEILEN_14220,,,PMCJLP_13030,,,,LOEDCI_13770,FNCLAJ_13300
group_1291,,hypothetical protein,,CJHMOJ_14895,HCJMML_15610,,JEILEN_15700,JBIPMC_15925,,PMCJLP_14515,,,,,
group_1276,,DUF3862 domain-containing protein,,,,,JEILEN_11215,,PEDMFB_04475,,MIJGKE_04480,JCNBHB_04475,CGGMPE_04475,,
group_1266,rpiR,DNA-binding transcriptional regulator MurR/RpiR family contains HTH and SIS domains,,CJHMOJ_12915,,,JEILEN_13930,,,PMCJLP_12745,,,,LOEDCI_13475,FNCLAJ_13015
group_1228,,putative protein,,CJHMOJ_14945,HCJMML_15660,,JEILEN_15750,JBIPMC_15875,,PMCJLP_14565,,,,,
agaW,agaW,PTS N-acetylgalactosamine transporter subunit IIC,,CJHMOJ_12885,,,JEILEN_13900,,,PMCJLP_12715,,,,LOEDCI_13445,FNCLAJ_12985
group_1192,chbG,Carbohydrate deacetylase,,CJHMOJ_12910,,,JEILEN_13925,,,PMCJLP_12740,,,,LOEDCI_13470,FNCLAJ_13010
group_1130,manZ,Phosphotransferase system mannose/fructose/N-acetylgalactosamine-specific IID component,,CJHMOJ_12880,,,JEILEN_13895,,,PMCJLP_12710,,,,LOEDCI_13440,FNCLAJ_12980
group_1121,,Tail protein,,CJHMOJ_14890,HCJMML_15605,,JEILEN_15695,JBIPMC_15930,,PMCJLP_14510,,,,,
group_1118,,putative protein,,CJHMOJ_14965,HCJMML_15680,,JEILEN_15775,JBIPMC_15855,,PMCJLP_14590,,,,,
group_1103,,Glycosyltransferase,,,,,,,PEDMFB_05370,,MIJGKE_05375,JCNBHB_05375,CGGMPE_05370,LOEDCI_10045,
cpsF,cpsF,casular polysaccharide biosynthesis protein CpsF,,,,,JEILEN_11275,,PEDMFB_04420,,MIJGKE_04425,JCNBHB_04420,CGGMPE_04420,,
group_1019,cas1,type II CRISPR-associated endonuclease Cas1,FHNNJA_12155,CJHMOJ_02465,,,JEILEN_03070,,,PMCJLP_02850,,,,,FNCLAJ_02855
group_1011,,Conjugal transfer protein,FHNNJA_14490,,,,,,PEDMFB_13655,,MIJGKE_13590,JCNBHB_13595,CGGMPE_13295,,
group_989,,Glycosyl transferase,,,,,,,PEDMFB_05395,,MIJGKE_05400,JCNBHB_05400,CGGMPE_05395,LOEDCI_10020,
group_981,,hypothetical protein,FHNNJA_14475,,,,,,PEDMFB_13665,,MIJGKE_13600,JCNBHB_13605,CGGMPE_13305,,
group_977,recT,RecT family protein,,CJHMOJ_08825,HCJMML_11940,,JEILEN_12325,JBIPMC_12045,,,,,,LOEDCI_09335,
group_964,,SprT-like domain-containing protein,FHNNJA_14450,,,,,,PEDMFB_13695,,MIJGKE_13630,JCNBHB_13635,CGGMPE_13335,,
group_957,,ATPase,FHNNJA_14510,,,,,,PEDMFB_13635,,MIJGKE_13570,JCNBHB_13575,CGGMPE_13275,,
abiF,abiF,Abortive infection bacteriophage resistance protein,,,,,,,PEDMFB_05820,,MIJGKE_05825,JCNBHB_05825,CGGMPE_05820,LOEDCI_09600,
group_833,,ABC-2 type transporter transmembrane domain-containing protein;ABC transporter permease,,CJHMOJ_13220;CJHMOJ_13225,,,JEILEN_14230,,,PMCJLP_13040,,,,LOEDCI_13785,FNCLAJ_13310
group_810,,Glycosyltransferase group 2 family protein,,,,,,,PEDMFB_05380,,MIJGKE_05385,JCNBHB_05385,CGGMPE_05380,LOEDCI_10035,
group_801,,putative protein,,CJHMOJ_14985,HCJMML_15705,,JEILEN_15795,JBIPMC_15830,,PMCJLP_14610,,,,,
group_790,,ABC transporter domain-containing protein,,CJHMOJ_13235,,,JEILEN_14235,,,PMCJLP_13050,,,,LOEDCI_13790,FNCLAJ_13320
group_777,,AAA+ ATPase domain-containing protein,,,,,,,PEDMFB_02900,,MIJGKE_02900,JCNBHB_02900,CGGMPE_02900,LOEDCI_00365,
group_713,,Acyltransferase 3 domain-containing protein,,CJHMOJ_12905,,,JEILEN_13920,,,PMCJLP_12735,,,,LOEDCI_13465,FNCLAJ_13005
group_669,,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,FHNNJA_14515,,,,,,PEDMFB_13630,,MIJGKE_13565,JCNBHB_13570,CGGMPE_13270,,
group_666,,Teichoic acid biosynthesis protein F,,,,,,,PEDMFB_05385,,MIJGKE_05390,JCNBHB_05390,CGGMPE_05385,LOEDCI_10030,
nagA,nagA,N-acetylglucosamine-6-phosphate deacetylase,,CJHMOJ_12890,,,JEILEN_13905,,,PMCJLP_12720,,,,LOEDCI_13450,FNCLAJ_12990
group_665,essB,Type VII secretion protein EssB,FHNNJA_14465,,,,,,PEDMFB_13680,,MIJGKE_13615,JCNBHB_13620,CGGMPE_13320,,
group_638,,WxL domain-containing protein;putative protein,,,,,,,PEDMFB_14210,,MIJGKE_14145,JCNBHB_14150,CGGMPE_13850,LOEDCI_13970,
group_598,,Relaxase,FHNNJA_14540,,,,,,PEDMFB_13605,,MIJGKE_13540,JCNBHB_13545,CGGMPE_13245,,
group_582,,putative protein,,CJHMOJ_14900,HCJMML_15615,,JEILEN_15705,JBIPMC_15920,,PMCJLP_14520,,,,,
group_497,,WxL domain-containing protein,,CJHMOJ_13035,,,JEILEN_14060,,,PMCJLP_12865,,,,LOEDCI_13605,FNCLAJ_13135
group_462,,O-antigen polymerase,,,,,,,PEDMFB_05405,,MIJGKE_05410,JCNBHB_05410,CGGMPE_05405,LOEDCI_10010,
sgcC,sgcC,Phosphotransferase system galactitol-specific IIC component,,CJHMOJ_08100,HCJMML_08570,,,JBIPMC_08655,,PMCJLP_08270,,,,,FNCLAJ_08265
group_437,,Polysaccharide biosynthesis protein C-terminal domain-containing protein,,,,,,,PEDMFB_05390,,MIJGKE_05395,JCNBHB_05395,CGGMPE_05390,LOEDCI_10025,
group_365,,DUF3991 domain-containing protein,FHNNJA_14555,,,,,,PEDMFB_13590,,MIJGKE_13525,JCNBHB_13530,CGGMPE_13230,,
group_332,,hypothetical protein,,CJHMOJ_08840,HCJMML_11965,,JEILEN_12340,JBIPMC_12070,,,,,,LOEDCI_09350,
group_330,,Uncharacterized protein gp16;hypothetical protein,,CJHMOJ_08850,HCJMML_11975,,JEILEN_12350,JBIPMC_12080,,,,,,LOEDCI_09360,
group_327,,Lipoprotein,FHNNJA_10735,CJHMOJ_03970,,LIMHLO_03500,,,,PMCJLP_04270,,,,,FNCLAJ_04275
immA,;immA,Putative toxin-antitoxin system toxin component;Zn-dependent peptidase ImmA M78 family,FHNNJA_10405,CJHMOJ_08885,HCJMML_09545,,,JBIPMC_09635,,,,,,LOEDCI_09395,
group_322,,Uncharacterized protein gp19;hypothetical protein,,CJHMOJ_08835,HCJMML_11960,,JEILEN_12335,JBIPMC_12065,,,,,,LOEDCI_09345,
group_321,,Phage protein,,,HCJMML_09510,,,JBIPMC_09600,PEDMFB_10780,,MIJGKE_10780,JCNBHB_10790,,,
group_320,,hypothetical protein,FHNNJA_10730,CJHMOJ_03975,,LIMHLO_03505,,,,PMCJLP_04275,,,,,FNCLAJ_04280
group_302,,Phage protein,FHNNJA_10275,CJHMOJ_15040,HCJMML_15775,,,JBIPMC_15755,,PMCJLP_14675,,,,,
group_300,yopX;,YopX protein domain-containing protein;DUF5406 domain-containing protein,FHNNJA_10280,CJHMOJ_15035,HCJMML_15770,,,JBIPMC_15760,,PMCJLP_14670,,,,,
group_285,,hypothetical protein;Primosomal protein N,,CJHMOJ_14350,,,,,PEDMFB_13485,,MIJGKE_13420,JCNBHB_13425,CGGMPE_13125,,
group_270,,putative protein,,CJHMOJ_15045,HCJMML_15780,,JEILEN_15860,JBIPMC_15750,,PMCJLP_14685,,,,,
uvrC,uvrC;,UvrC family transcriptional regulator;Excinuclease ABC subunit C,FHNNJA_15110,CJHMOJ_14365,,,JEILEN_15635,,,PMCJLP_14445,,,,,FNCLAJ_15030
group_254,,hypothetical protein;Helix-turn-helix domain-containing protein,,,,,JEILEN_13015,,PEDMFB_02910,,MIJGKE_02910,JCNBHB_02910,CGGMPE_02910,,
group_190,,PTS EIIA type-4 domain-containing protein,,CJHMOJ_08070,HCJMML_08540,,,JBIPMC_08625,,PMCJLP_08240,,,,,FNCLAJ_08235
group_186,,hypothetical protein,,CJHMOJ_15050,HCJMML_15790,,JEILEN_15865,JBIPMC_15740,,PMCJLP_14690,,,,,
group_168,,hypothetical protein;AI-2E family transporter,,CJHMOJ_14590,HCJMML_02195,,JEILEN_02295,JBIPMC_02210,PEDMFB_12565,,,,,,
group_160,,DUF2977 domain-containing protein,,CJHMOJ_08665,HCJMML_09320,,JEILEN_05545,JBIPMC_09405,,,,,,LOEDCI_09175,
group_155,,Type IV secretion system protein,FHNNJA_14485,,,,,,PEDMFB_13660,,MIJGKE_13595,JCNBHB_13600,CGGMPE_13300,,
group_154,,D replication protein DC,,CJHMOJ_15015,HCJMML_15740,,JEILEN_15830,JBIPMC_15795,,PMCJLP_14645,,,,,
group_149,,hypothetical protein;Phage protein,FHNNJA_15105,CJHMOJ_14360,,,JEILEN_15630,,,PMCJLP_14440,,,,,FNCLAJ_15025
lysM,lysM,LysM peptidoglycan-binding domain-containing protein;LysM repeat,,,,LIMHLO_10440,,,PEDMFB_03115,,MIJGKE_03115,JCNBHB_03115,CGGMPE_03115,,
group_118,,putative protein,,CJHMOJ_14910,HCJMML_15625,,JEILEN_15715,JBIPMC_15910,,PMCJLP_14530,,,,,
group_103,,DUF1828 domain-containing protein,FHNNJA_14595,,,,,,PEDMFB_13540,,MIJGKE_13475,JCNBHB_13480,CGGMPE_13180,,
copG,copG;,Ribbon-helix-helix protein CopG family;Antitoxin,FHNNJA_14530,,,,,,PEDMFB_13615,,MIJGKE_13550,JCNBHB_13555,CGGMPE_13255,,
group_61,,Phage protein,,CJHMOJ_14940,HCJMML_15655,,JEILEN_15745,JBIPMC_15880,,PMCJLP_14560,,,,,
group_48,,putative protein,,CJHMOJ_14970,HCJMML_15685,,JEILEN_15780,JBIPMC_15850,,PMCJLP_14595,,,,,
yqaJ,yqaJ,Endonuclease YqaJ superfamily,,CJHMOJ_08830,HCJMML_11945,,JEILEN_12330,JBIPMC_12050,,,,,,LOEDCI_09340,
cas9,cas9,type II CRISPR RNA-guided endonuclease Cas9,FHNNJA_12160,CJHMOJ_02460,,,JEILEN_03065,,,PMCJLP_02845,,,,,FNCLAJ_02850
wcaG,wcaG,Nucleoside-diphosphate-sugar epimerase,FHNNJA_05515,,HCJMML_09870,LIMHLO_08060,JEILEN_10160,JBIPMC_09960,,,,,,,
group_5,,Lysozyme;GW dipeptide domain-containing protein,,,,,,,PEDMFB_05375,,MIJGKE_05380,JCNBHB_05380,CGGMPE_05375,LOEDCI_10040,
group_3301,,GIY-YIG domain-containing protein,FHNNJA_02415,,HCJMML_13480,LIMHLO_11020,,JBIPMC_13585,,,,,,,
group_3188,;prgD,hypothetical protein;PrgD,FHNNJA_14165,,HCJMML_02055,,JEILEN_02145;JEILEN_02150,JBIPMC_02070,,,,,,,
group_3185,lytT;,DNA-binding response regulator LytR/AlgR family;response regulator,,,HCJMML_06505,,JEILEN_06775,JBIPMC_06575,,,,,,LOEDCI_06410,
group_3183,,hypothetical protein,,,HCJMML_15810,,JEILEN_15885,JBIPMC_15720,,PMCJLP_14710,,,,,
group_3169,,transposase;Tn3 transposase DDE domain-containing protein,,,,LIMHLO_12785,,,,PMCJLP_02075,,,,LOEDCI_02460,FNCLAJ_02075
uvaF,uvaF,UvaF,FHNNJA_15130,,,,JEILEN_15655,,,PMCJLP_14465,,,,,FNCLAJ_15050
group_3167,,hypothetical protein;EF0013,FHNNJA_14180,,HCJMML_02070,,JEILEN_02165,JBIPMC_02085,,,,,,,
pcfZ,;pcfZ,hypothetical protein;PcfZ,FHNNJA_12890,,,,,,,PMCJLP_02135,,,,LOEDCI_02505;LOEDCI_02500,FNCLAJ_02135
group_3164,,ABC transporter ATP-binding protein;hypothetical protein,FHNNJA_00575,CJHMOJ_00555,,,,,,PMCJLP_00565;PMCJLP_00560,,,,,FNCLAJ_00565;FNCLAJ_00560
group_3163,,hypothetical protein;Calcineurin-like phosphoesterase domain-containing protein,FHNNJA_00600,CJHMOJ_00580,,,,,,PMCJLP_00590,,,,,FNCLAJ_00590
group_3159,,hypothetical protein,,CJHMOJ_14830,,LIMHLO_12655,JEILEN_15485,,,,,,,,FNCLAJ_14665
pcfL,pcfL,PcfL,,CJHMOJ_14820,,LIMHLO_12665,JEILEN_15475,,,,,,,,FNCLAJ_14655
group_3154,,HicB-like antitoxin of toxin-antitoxin system domain-containing protein,,,HCJMML_15590,,JEILEN_15680,JBIPMC_15945,,PMCJLP_14490,,,,,
group_3151,,hypothetical protein,,CJHMOJ_14275_pseudo,HCJMML_02225,,JEILEN_02320,JBIPMC_02240,,,,,,,
group_3150,,Beta-lactamase type II,,CJHMOJ_08145,,,JEILEN_08825,,,PMCJLP_08310,,,,,FNCLAJ_08305
citA~~~natK,;citA;natK,hypothetical protein;Sensor histidine kinase DipB regulating citrate/malate metabolism;Sensor histidine kinase NatK C-terminal domain-containing protein,,,HCJMML_06500,,JEILEN_06770;JEILEN_06765,JBIPMC_06565;JBIPMC_06560,,,,,,LOEDCI_06405,
group_3138,,hypothetical protein,FHNNJA_12915,,,,,,,PMCJLP_02090,,,,LOEDCI_02475,FNCLAJ_02090
group_3107,,Conjugal transfer protein,FHNNJA_14205,,HCJMML_02095,,JEILEN_02190,JBIPMC_02110,,,,,,,
group_3106,,hypothetical protein,FHNNJA_00610,CJHMOJ_00600,,,,,,PMCJLP_00605,,,,,FNCLAJ_00605
group_3086,,Surface antigen,FHNNJA_14175,,HCJMML_02065,,JEILEN_02160,JBIPMC_02080,,,,,,,
group_3082,,TIGR04197 family type VII secretion effector,FHNNJA_08390,CJHMOJ_06035,,,,,,PMCJLP_06195,,,,,FNCLAJ_06200
group_3073,,DUF5085 domain-containing protein,FHNNJA_08360,CJHMOJ_06065,,,,,,PMCJLP_06240,,,,,FNCLAJ_06235
group_3070,,hypothetical protein,,,HCJMML_15805,,JEILEN_15880,JBIPMC_15725,,PMCJLP_14705,,,,,
group_3069,,Phage family protein,,,HCJMML_15795,,JEILEN_15870,JBIPMC_15735,,PMCJLP_14695,,,,,
group_3041,,DUF4373 domain-containing protein,,CJHMOJ_08820,HCJMML_11935,,JEILEN_12320,JBIPMC_12040,,,,,,,
group_3024,lacI,LacI family transcriptional regulator;LacI family DNA-binding transcriptional regulator,,CJHMOJ_09590,,,JEILEN_10535;JEILEN_10540,,,PMCJLP_09445,,,,,FNCLAJ_09710
group_2992,,DUF262 domain-containing protein,,,,,,,PEDMFB_00565,,MIJGKE_00565,JCNBHB_00565,CGGMPE_00565,,
group_2985,,Chitin-binding type-4 domain-containing protein,FHNNJA_01500,,,LIMHLO_11940,JEILEN_14790,,,,,,,LOEDCI_14320,
group_2979,,ABC transporter ATP-binding protein,,CJHMOJ_02225,,,JEILEN_02835,,,PMCJLP_02605,,,,,FNCLAJ_02610
group_2953,,hypothetical protein,,,,,,,PEDMFB_12535,,MIJGKE_12535,JCNBHB_12545,CGGMPE_12245,,
group_2952,,PRD domain-containing protein,,,,,,,PEDMFB_12530,,MIJGKE_12530,JCNBHB_12540,CGGMPE_12240,,
group_2951,,PTS system beta-glucoside-specific IIABC component,,,,,,,PEDMFB_12525,,MIJGKE_12525,JCNBHB_12535,CGGMPE_12235,,
group_2950,,Glycosyl hydrolase,,,,,,,PEDMFB_12520,,MIJGKE_12520,JCNBHB_12530,CGGMPE_12230,,
group_2948,yopX,YopX protein domain-containing protein,,,,,,,PEDMFB_02950,,MIJGKE_02950,JCNBHB_02950,CGGMPE_02950,,
group_2936,tnp,IS6 family IS1216E transposase,,,,,,,PEDMFB_14165,,MIJGKE_14100,JCNBHB_14105,CGGMPE_13805,,
